0,-1.68,-1.4018,-1.8127,-2.9937,-0.8857,-0.0696,1
0.002,-1.29486905544113,-1.56601123652543,-1.67907655363091,-2.91730308156627,-0.502269770695526,-0.12809446630525,1
0.004,-1.29486905544113,-1.56601123652543,-1.67907655363091,-2.91730308156627,-0.502269770695526,-0.12809446630525,1
0.006,-1.2948705404611,-1.56600883423511,-1.67907475957231,-2.91730760371426,-0.502271244894483,-0.128094094597305,1
0.008,-1.29487204139311,-1.56600644317129,-1.67907298866473,-2.91731209497366,-0.502272734889586,-0.128093718908516,1
0.01,-1.29487404264922,-1.56600325510486,-1.67907062742066,-2.91731808333503,-0.502274721563144,-0.128093217989483,1
0.012,-1.29487654424621,-1.56599927006491,-1.6790676757942,-2.91732556881634,-0.50227720493187,-0.128092591838503,1
0.014,-1.29487954620224,-1.56599448807999,-1.67906413373738,-2.91733455143781,-0.502280185013897,-0.128091840454199,1
0.016,-1.29488304853918,-1.56598890918425,-1.67906000119259,-2.91734503122382,-0.502283661831049,-0.128090963834945,1
0.018,-1.2948870512826,-1.56598253341746,-1.67905527809255,-2.91735700820289,-0.502287635408835,-0.128089961978875,1
0.02,-1.29489155446177,-1.56597536082497,-1.67904996436037,-2.91737048240775,-0.502292105776461,-0.128088834883872,1
0.022,-1.29489655810963,-1.56596739145777,-1.6790440599095,-2.91738545387525,-0.502297072966816,-0.128087582547578,1
0.024,-1.29490206226286,-1.56595862537241,-1.67903756464375,-2.91740192264643,-0.502302537016484,-0.128086204967386,1
0.026,-1.2949080669618,-1.56594906263108,-1.67903047845727,-2.91741988876649,-0.502308497965738,-0.128084702140445,1
0.028,-1.29491457225051,-1.56593870330156,-1.6790228012346,-2.9174393522848,-0.502314955858546,-0.128083074063659,1
0.03,-1.29492157817675,-1.56592754745725,-1.67901453285061,-2.91746031325486,-0.502321910742564,-0.128081320733686,1
0.032,-1.29492908479198,-1.56591559517714,-1.67900567317051,-2.91748277173438,-0.502329362669147,-0.128079442146938,1
0.034,-1.29493709215134,-1.56590284654587,-1.67899622204988,-2.9175067277852,-0.50233731169334,-0.128077438299583,1
0.036,-1.2949456003137,-1.56588930165365,-1.67898617933465,-2.91753218147333,-0.502345757873886,-0.12807530918754,1
0.038,-1.29495460934163,-1.56587496059633,-1.67897554486109,-2.91755913286895,-0.502354701273223,-0.128073054806487,1
0.04,-1.29496411930138,-1.56585982347537,-1.67896431845583,-2.9175875820464,-0.502364141957489,-0.128070675151852,1
0.042,-1.29497413026294,-1.56584389039785,-1.67895249993584,-2.91761752908416,-0.502374079996515,-0.128068170218822,1
0.044,-1.29498464229998,-1.56582716147646,-1.67894008910841,-2.91764897406489,-0.502384515463837,-0.128065540002334,1
0.046,-1.2949956554899,-1.56580963682953,-1.67892708577122,-2.91768191707542,-0.502395448436689,-0.128062784497083,1
0.048,-1.29500716991378,-1.56579131658099,-1.67891348971226,-2.91771635820671,-0.502406878996009,-0.128059903697515,1
0.05,-1.29501918565644,-1.56577220086043,-1.67889930070985,-2.9177522975539,-0.502418807226439,-0.128056897597832,1
0.052,-1.29503170280639,-1.56575228980304,-1.67888451853269,-2.91778973521629,-0.502431233216321,-0.128053766191993,1
0.054,-1.29504472145588,-1.56573158354966,-1.67886914293976,-2.91782867129731,-0.502444157057712,-0.128050509473706,1
0.056,-1.29505824170084,-1.56571008224675,-1.67885317368042,-2.91786910590459,-0.502457578846369,-0.128047127436437,1
0.058,-1.29507226364095,-1.56568778604641,-1.67883661049435,-2.91791103914987,-0.502471498681762,-0.128043620073406,1
0.06,-1.29508678737959,-1.56566469510641,-1.67881945311154,-2.91795447114909,-0.502485916667075,-0.128039987377586,1
0.062,-1.29510181302386,-1.56564080959011,-1.67880170125232,-2.9179994020223,-0.5025008329092,-0.128036229341704,1
0.064,-1.29511734068459,-1.56561612966655,-1.67878335462735,-2.91804583189375,-0.502516247518747,-0.128032345958244,1
0.066,-1.29513337047633,-1.56559065551042,-1.67876441293761,-2.9180937608918,-0.502532160610042,-0.128028337219442,1
0.068,-1.29514990251735,-1.56556438730205,-1.67874487587439,-2.91814318914899,-0.502548572301131,-0.128024203117287,1
0.07,-1.29516693692965,-1.56553732522743,-1.67872474311931,-2.91819411680202,-0.502565482713778,-0.128019943643525,1
0.072,-1.29518447383898,-1.5655094694782,-1.6787040143443,-2.9182465439917,-0.502582891973472,-0.128015558789655,1
0.074,-1.2952025133748,-1.5654808202517,-1.6786826892116,-2.91830047086302,-0.502600800209426,-0.12801104854693,1
0.076,-1.2952210556703,-1.56545137775088,-1.67866076737375,-2.91835589756513,-0.50261920755458,-0.128006412906357,1
0.078,-1.29524010086242,-1.5654211421844,-1.67863824847362,-2.9184128242513,-0.502638114145604,-0.128001651858697,1
0.08,-1.29525964909183,-1.56539011376659,-1.67861513214436,-2.91847125107895,-0.502657520122899,-0.127996765394466,1
0.082,-1.29527970050296,-1.56535829271744,-1.67859141800943,-2.91853117820968,-0.502677425630599,-0.127991753503932,1
0.084,-1.29530025524396,-1.56532567926264,-1.67856710568259,-2.91859260580919,-0.502697830816577,-0.127986616177121,1
0.086,-1.29532131346673,-1.56529227363355,-1.67854219476788,-2.91865553404735,-0.502718735832441,-0.127981353403808,1
0.088,-1.29534287532693,-1.56525807606725,-1.67851668485966,-2.91871996309816,-0.502740140833546,-0.127975965173525,1
0.09,-1.29536494098396,-1.56522308680647,-1.67849057554253,-2.91878589313978,-0.502762045978986,-0.127970451475558,1
0.092,-1.29538751060099,-1.56518730609969,-1.67846386639141,-2.91885332435451,-0.502784451431605,-0.127964812298946,1
0.094,-1.29541058434492,-1.56515073420104,-1.6784365569715,-2.91892225692875,-0.502807357357994,-0.127959047632483,1
0.096,-1.29543416238644,-1.56511337137042,-1.67840864683826,-2.9189926910531,-0.502830763928499,-0.127953157464714,1
0.098,-1.29545824489997,-1.56507521787339,-1.67838013553741,-2.91906462692225,-0.50285467131722,-0.127947141783941,1
0.1,-1.29548283206373,-1.56503627398126,-1.67835102260498,-2.91913806473504,-0.502879079702015,-0.12794100057822,1
0.102,-1.29550792405968,-1.56499653997105,-1.67832130756724,-2.91921300469446,-0.502903989264502,-0.127934733835357,1
